State,County,Date,AQI,AQI_cat,co,ozone,no2,so2,wind,temp,humid,pressure,no
Alabama,Jefferson,2022-06-01,58,Moderate,0.3120771666666667,0.02028433333333333,14.944927499999999,0.06838125,6.027083,78.56875,64.625,994.808333,12.104045666666666
Alabama,Jefferson,2022-06-02,52,Moderate,0.3151985,0.0164075,9.472917,0.18458325,7.10125,75.4095835,72.3708335,991.77625,15.349166666666665
Alabama,Jefferson,2022-06-03,40,Good,0.1016668,0.0229766,4.1725,0.25,6.205,71.8420835,77.9666665,991.16,0.6652776666666667
Alabama,Jefferson,2022-06-05,52,Moderate,0.19166650000000002,0.03512733333333334,7.691667,0.3833335,6.304167,76.404167,53.541667,988.995833,3.275
Alabama,Jefferson,2022-06-06,49,Good,0.15006116666666666,0.030656833333333335,5.813988,0.17875,8.170833,77.14583350000001,63.666667000000004,990.8833334999999,1.2579366666666667
Alabama,Jefferson,2022-06-07,53,Moderate,0.16219816666666667,0.033666666666666664,6.4666665000000005,0.15208325,8.64375,80.95833350000001,62.604166500000005,992.3354165000001,2.0155556666666667
Alabama,Jefferson,2022-06-08,35,Good,0.14047616666666668,0.0229055,7.3416665000000005,0.06260825,11.01404,75.670833,75.4791665,992.625,2.463889
Alabama,Jefferson,2022-06-12,59,Moderate,0.27763150000000003,0.0252824,7.71875,0.1708335,11.977083499999999,82.0791665,62.4375,992.35625,5.088888666666667
Alabama,Jefferson,2022-06-13,66,Moderate,0.23611116666666665,0.018088166666666666,8.63125,0.2604165,11.564582999999999,86.9041665,59.020833499999995,995.1375,4.265555333333333
Alabama,Jefferson,2022-06-14,92,Moderate,0.2118055,0.02399916666666667,5.7708335,0.16875,10.175,86.7625,59.541667000000004,996.1145835,4.361616333333333
Alabama,Jefferson,2022-06-15,75,Moderate,0.14982866666666667,0.028892166666666667,6.224166500000001,0.1302085,12.09375,82.916667,63.2291665,997.125,2.7609056666666665
Alabama,Jefferson,2022-06-17,53,Moderate,0.2238225,0.0224315,8.845833500000001,0.196875,13.272916500000001,80.60624999999999,65.6458335,996.4083330000001,2.101388666666667
Alabama,Jefferson,2022-06-21,70,Moderate,0.25066283333333333,0.027784333333333334,11.298958500000001,0.29583325,8.1083335,85.4260415,54,1000.56875,6.9030450000000005
Alabama,Jefferson,2022-06-22,81,Moderate,0.2770835,0.029843,8.627083500000001,0.41493925000000004,8.035417,85.4416665,58.6875,996.6375,9.698611333333334
Alabama,Jefferson,2022-06-25,61,Moderate,0.22500016666666667,0.036951000000000005,5.168749999999999,0.24375,8.958333,83.2041665,60.166667000000004,995.3708335,0.5666666666666667
Alabama,Jefferson,2022-06-26,54,Moderate,0.1729165,0.03405866666666667,4.741667,0.14270825,9.0666665,84.23125,57.604166500000005,997.1395835000001,0.5763886666666667
Alabama,Jefferson,2022-06-27,53,Moderate,0.16875,0.0363245,5.895833,0.19583325000000001,8.2833335,79.63333349999999,65.5833335,997.36875,1.3666666666666667
Alabama,Jefferson,2022-06-29,58,Moderate,0.15013083333333332,0.029284333333333336,7.18125,0.42395825,8.525,79.25625,68.04166649999999,1000.141667,1.8877780000000002
